,equity,bond,gold
2014-05-14,0.11305799891520765,0.7,0.18694200108479242
2014-05-15,0.11305799891520765,0.7,0.18694200108479242
2014-05-16,0.11305799891520765,0.7,0.18694200108479242
2014-05-19,0.17830098659736537,0.7,0.12169901340263467
2014-05-20,0.17830098659736537,0.7,0.12169901340263467
2014-05-21,0.17830098659736537,0.7,0.12169901340263467
2014-05-22,0.17830098659736537,0.7,0.12169901340263467
2014-05-23,0.17830098659736537,0.7,0.12169901340263467
2014-05-26,0.17830098659736537,0.7,0.12169901340263467
2014-05-27,0.17830098659736537,0.7,0.12169901340263467
2014-05-28,0.17830098659736537,0.7,0.12169901340263467
2014-05-29,0.17830098659736537,0.7,0.12169901340263467
2014-05-30,0.17830098659736537,0.7,0.12169901340263467
2014-06-02,0.17830098659736537,0.7,0.12169901340263467
2014-06-03,0.17830098659736537,0.7,0.12169901340263467
2014-06-04,0.17830098659736537,0.7,0.12169901340263467
2014-06-05,0.17830098659736537,0.7,0.12169901340263467
2014-06-06,0.17830098659736537,0.7,0.12169901340263467
2014-06-09,0.17830098659736537,0.7,0.12169901340263467
2014-06-10,0.17830098659736537,0.7,0.12169901340263467
2014-06-11,0.17830098659736537,0.7,0.12169901340263467
2014-06-12,0.17830098659736537,0.7,0.12169901340263467
2014-06-13,0.17830098659736537,0.7,0.12169901340263467
2014-06-16,0.17830098659736537,0.7,0.12169901340263467
2014-06-17,0.17830098659736537,0.7,0.12169901340263467
2014-06-18,0.17830098659736537,0.7,0.12169901340263467
2014-06-19,0.17830098659736537,0.7,0.12169901340263467
2014-06-20,0.17830098659736537,0.7,0.12169901340263467
2014-06-23,0.17830098659736537,0.7,0.12169901340263467
2014-06-24,0.17830098659736537,0.7,0.12169901340263467
2014-06-25,0.17830098659736537,0.7,0.12169901340263467
2014-06-26,0.17830098659736537,0.7,0.12169901340263467
2014-06-27,0.17830098659736537,0.7,0.12169901340263467
2014-06-30,0.17830098659736537,0.7,0.12169901340263467
2014-07-01,0.17830098659736537,0.7,0.12169901340263467
2014-07-02,0.17830098659736537,0.7,0.12169901340263467
2014-07-03,0.17830098659736537,0.7,0.12169901340263467
2014-07-04,0.17830098659736537,0.7,0.12169901340263467
2014-07-07,0.17830098659736537,0.7,0.12169901340263467
2014-07-08,0.17830098659736537,0.7,0.12169901340263467
2014-07-09,0.17830098659736537,0.7,0.12169901340263467
2014-07-10,0.17830098659736537,0.7,0.12169901340263467
2014-07-11,0.17830098659736537,0.7,0.12169901340263467
2014-07-14,0.17830098659736537,0.7,0.12169901340263467
2014-07-15,0.17830098659736537,0.7,0.12169901340263467
2014-07-16,0.17830098659736537,0.7,0.12169901340263467
2014-07-17,0.17830098659736537,0.7,0.12169901340263467
2014-07-18,0.17830098659736537,0.7,0.12169901340263467
2014-07-21,0.17830098659736537,0.7,0.12169901340263467
2014-07-22,0.17830098659736537,0.7,0.12169901340263467
2014-07-23,0.17830098659736537,0.7,0.12169901340263467
2014-07-24,0.17830098659736537,0.7,0.12169901340263467
2014-07-25,0.17830098659736537,0.7,0.12169901340263467
2014-07-28,0.17830098659736537,0.7,0.12169901340263467
2014-07-30,0.17830098659736537,0.7,0.12169901340263467
2014-07-31,0.17830098659736537,0.7,0.12169901340263467
2014-08-01,0.17830098659736537,0.7,0.12169901340263467
2014-08-04,0.17830098659736537,0.7,0.12169901340263467
2014-08-05,0.17830098659736537,0.7,0.12169901340263467
2014-08-06,0.17830098659736537,0.7,0.12169901340263467
2014-08-07,0.17830098659736537,0.7,0.12169901340263467
2014-08-08,0.17830098659736537,0.7,0.12169901340263467
2014-08-11,0.17830098659736537,0.7,0.12169901340263467
2014-08-12,0.17830098659736537,0.7,0.12169901340263467
2014-08-13,0.17830098659736537,0.7,0.12169901340263467
2014-08-14,0.17830098659736537,0.7,0.12169901340263467
2014-08-18,0.17830098659736537,0.7,0.12169901340263467
2014-08-19,0.17830098659736537,0.7,0.12169901340263467
2014-08-20,0.17830098659736537,0.7,0.12169901340263467
2014-08-21,0.17830098659736537,0.7,0.12169901340263467
2014-08-22,0.17830098659736537,0.7,0.12169901340263467
2014-08-25,0.17830098659736537,0.7,0.12169901340263467
2014-08-26,0.17830098659736537,0.7,0.12169901340263467
2014-08-27,0.17830098659736537,0.7,0.12169901340263467
2014-08-28,0.17830098659736537,0.7,0.12169901340263467
2014-09-01,0.17830098659736537,0.7,0.12169901340263467
2014-09-02,0.17830098659736537,0.7,0.12169901340263467
2014-09-03,0.17830098659736537,0.7,0.12169901340263467
2014-09-04,0.17830098659736537,0.7,0.12169901340263467
2014-09-05,0.17830098659736537,0.7,0.12169901340263467
2014-09-08,0.17830098659736537,0.7,0.12169901340263467
2014-09-09,0.17830098659736537,0.7,0.12169901340263467
2014-09-10,0.17830098659736537,0.7,0.12169901340263467
2014-09-11,0.17830098659736537,0.7,0.12169901340263467
2014-09-12,0.17830098659736537,0.7,0.12169901340263467
2014-09-15,0.17830098659736537,0.7,0.12169901340263467
2014-09-16,0.17830098659736537,0.7,0.12169901340263467
2014-09-17,0.17830098659736537,0.7,0.12169901340263467
2014-09-18,0.17830098659736537,0.7,0.12169901340263467
2014-09-19,0.17830098659736537,0.7,0.12169901340263467
2014-09-22,0.17830098659736537,0.7,0.12169901340263467
2014-09-23,0.17830098659736537,0.7,0.12169901340263467
2014-09-24,0.17830098659736537,0.7,0.12169901340263467
2014-09-25,0.17830098659736537,0.7,0.12169901340263467
2014-09-26,0.17830098659736537,0.7,0.12169901340263467
2014-09-29,0.17830098659736537,0.7,0.12169901340263467
2014-09-30,0.17830098659736537,0.7,0.12169901340263467
2014-10-01,0.17830098659736537,0.7,0.12169901340263467
2014-10-07,0.17830098659736537,0.7,0.12169901340263467
2014-10-08,0.17830098659736537,0.7,0.12169901340263467
2014-10-09,0.17830098659736537,0.7,0.12169901340263467
2014-10-10,0.17830098659736537,0.7,0.12169901340263467
2014-10-13,0.17830098659736537,0.7,0.12169901340263467
2014-10-14,0.17830098659736537,0.7,0.12169901340263467
2014-10-16,0.17830098659736537,0.7,0.12169901340263467
2014-10-17,0.17830098659736537,0.7,0.12169901340263467
2014-10-20,0.17830098659736537,0.7,0.12169901340263467
2014-10-21,0.17830098659736537,0.7,0.12169901340263467
2014-10-22,0.17830098659736537,0.7,0.12169901340263467
2014-10-27,0.17830098659736537,0.7,0.12169901340263467
2014-10-28,0.17830098659736537,0.7,0.12169901340263467
2014-10-29,0.17830098659736537,0.7,0.12169901340263467
2014-10-30,0.17830098659736537,0.7,0.12169901340263467
2014-10-31,0.17830098659736537,0.7,0.12169901340263467
2014-11-03,0.17830098659736537,0.7,0.12169901340263467
2014-11-05,0.17830098659736537,0.7,0.12169901340263467
2014-11-07,0.17830098659736537,0.7,0.12169901340263467
2014-11-10,0.17830098659736537,0.7,0.12169901340263467
2014-11-11,0.17830098659736537,0.7,0.12169901340263467
2014-11-12,0.17830098659736537,0.7,0.12169901340263467
2014-11-13,0.17830098659736537,0.7,0.12169901340263467
2014-11-14,0.17830098659736537,0.7,0.12169901340263467
2014-11-17,0.17830098659736537,0.7,0.12169901340263467
2014-11-18,0.17830098659736537,0.7,0.12169901340263467
2014-11-19,0.17830098659736537,0.7,0.12169901340263467
2014-11-20,0.17830098659736537,0.7,0.12169901340263467
2014-11-21,0.17830098659736537,0.7,0.12169901340263467
2014-11-24,0.17830098659736537,0.7,0.12169901340263467
2014-11-25,0.17830098659736537,0.7,0.12169901340263467
2014-11-26,0.17830098659736537,0.7,0.12169901340263467
2014-11-27,0.17830098659736537,0.7,0.12169901340263467
2014-11-28,0.17830098659736537,0.7,0.12169901340263467
2014-12-01,0.17830098659736537,0.7,0.12169901340263467
2014-12-02,0.17830098659736537,0.7,0.12169901340263467
2014-12-03,0.17830098659736537,0.7,0.12169901340263467
2014-12-04,0.17830098659736537,0.7,0.12169901340263467
2014-12-05,0.17830098659736537,0.7,0.12169901340263467
2014-12-08,0.17830098659736537,0.7,0.12169901340263467
2014-12-09,0.17830098659736537,0.7,0.12169901340263467
2014-12-10,0.17830098659736537,0.7,0.12169901340263467
2014-12-11,0.17830098659736537,0.7,0.12169901340263467
2014-12-12,0.17830098659736537,0.7,0.12169901340263467
2014-12-15,0.17830098659736537,0.7,0.12169901340263467
2014-12-16,0.17830098659736537,0.7,0.12169901340263467
2014-12-17,0.17830098659736537,0.7,0.12169901340263467
2014-12-18,0.17830098659736537,0.7,0.12169901340263467
2014-12-19,0.17830098659736537,0.7,0.12169901340263467
2014-12-22,0.17830098659736537,0.7,0.12169901340263467
2014-12-23,0.17830098659736537,0.7,0.12169901340263467
2014-12-24,0.17830098659736537,0.7,0.12169901340263467
2014-12-26,0.17830098659736537,0.7,0.12169901340263467
2014-12-29,0.17830098659736537,0.7,0.12169901340263467
2014-12-30,0.17830098659736537,0.7,0.12169901340263467
2014-12-31,0.17830098659736537,0.7,0.12169901340263467
2015-01-02,0.17830098659736537,0.7,0.12169901340263467
2015-01-05,0.17830098659736537,0.7,0.12169901340263467
2015-01-06,0.12850979097810755,0.7,0.1714902090218925
2015-01-07,0.12850979097810755,0.7,0.1714902090218925
2015-01-08,0.12850979097810755,0.7,0.1714902090218925
2015-01-09,0.12850979097810755,0.7,0.1714902090218925
2015-01-12,0.12850979097810755,0.7,0.1714902090218925
2015-01-13,0.12850979097810755,0.7,0.1714902090218925
2015-01-14,0.12850979097810755,0.7,0.1714902090218925
2015-01-15,0.12850979097810755,0.7,0.1714902090218925
2015-01-16,0.12850979097810755,0.7,0.1714902090218925
2015-01-19,0.12850979097810755,0.7,0.1714902090218925
2015-01-20,0.12850979097810755,0.7,0.1714902090218925
2015-01-21,0.12850979097810755,0.7,0.1714902090218925
2015-01-22,0.12850979097810755,0.7,0.1714902090218925
2015-01-23,0.12850979097810755,0.7,0.1714902090218925
2015-01-27,0.12850979097810755,0.7,0.1714902090218925
2015-01-28,0.12850979097810755,0.7,0.1714902090218925
2015-01-29,0.12850979097810755,0.7,0.1714902090218925
2015-01-30,0.12850979097810755,0.7,0.1714902090218925
2015-02-02,0.12850979097810755,0.7,0.1714902090218925
2015-02-03,0.12850979097810755,0.7,0.1714902090218925
2015-02-04,0.12850979097810755,0.7,0.1714902090218925
2015-02-05,0.12850979097810755,0.7,0.1714902090218925
2015-02-06,0.12850979097810755,0.7,0.1714902090218925
2015-02-09,0.12850979097810755,0.7,0.1714902090218925
2015-02-10,0.12850979097810755,0.7,0.1714902090218925
2015-02-11,0.12850979097810755,0.7,0.1714902090218925
2015-02-12,0.12850979097810755,0.7,0.1714902090218925
2015-02-13,0.12850979097810755,0.7,0.1714902090218925
2015-02-16,0.20711444127265194,0.7,0.09288555872734815
2015-02-18,0.20711444127265194,0.7,0.09288555872734815
2015-02-19,0.20711444127265194,0.7,0.09288555872734815
2015-02-20,0.20711444127265194,0.7,0.09288555872734815
2015-02-23,0.20711444127265194,0.7,0.09288555872734815
2015-02-24,0.20711444127265194,0.7,0.09288555872734815
2015-02-25,0.20711444127265194,0.7,0.09288555872734815
2015-02-26,0.20711444127265194,0.7,0.09288555872734815
2015-02-27,0.20711444127265194,0.7,0.09288555872734815
2015-03-02,0.20711444127265194,0.7,0.09288555872734815
2015-03-03,0.20711444127265194,0.7,0.09288555872734815
2015-03-04,0.20711444127265194,0.7,0.09288555872734815
2015-03-05,0.20711444127265194,0.7,0.09288555872734815
2015-03-09,0.12801461182610913,0.7,0.1719853881738909
2015-03-10,0.12801461182610913,0.7,0.1719853881738909
2015-03-11,0.12801461182610913,0.7,0.1719853881738909
2015-03-12,0.12801461182610913,0.7,0.1719853881738909
2015-03-13,0.12801461182610913,0.7,0.1719853881738909
2015-03-16,0.12801461182610913,0.7,0.1719853881738909
2015-03-17,0.12801461182610913,0.7,0.1719853881738909
2015-03-18,0.12801461182610913,0.7,0.1719853881738909
2015-03-19,0.12801461182610913,0.7,0.1719853881738909
2015-03-20,0.12801461182610913,0.7,0.1719853881738909
2015-03-23,0.12801461182610913,0.7,0.1719853881738909
2015-03-24,0.12801461182610913,0.7,0.1719853881738909
2015-03-25,0.12801461182610913,0.7,0.1719853881738909
2015-03-26,0.12801461182610913,0.7,0.1719853881738909
2015-03-27,0.12801461182610913,0.7,0.1719853881738909
2015-03-30,0.12801461182610913,0.7,0.1719853881738909
2015-03-31,0.12801461182610913,0.7,0.1719853881738909
2015-04-01,0.12801461182610913,0.7,0.1719853881738909
2015-04-06,0.12801461182610913,0.7,0.1719853881738909
2015-04-07,0.12801461182610913,0.7,0.1719853881738909
2015-04-08,0.12801461182610913,0.7,0.1719853881738909
2015-04-09,0.12801461182610913,0.7,0.1719853881738909
2015-04-10,0.12801461182610913,0.7,0.1719853881738909
2015-04-13,0.12801461182610913,0.7,0.1719853881738909
2015-04-16,0.12801461182610913,0.7,0.1719853881738909
2015-04-17,0.12801461182610913,0.7,0.1719853881738909
2015-04-20,0.12801461182610913,0.7,0.1719853881738909
2015-04-21,0.12801461182610913,0.7,0.1719853881738909
2015-04-22,0.12801461182610913,0.7,0.1719853881738909
2015-04-23,0.12801461182610913,0.7,0.1719853881738909
2015-04-24,0.12801461182610913,0.7,0.1719853881738909
2015-04-27,0.12801461182610913,0.7,0.1719853881738909
2015-04-28,0.12801461182610913,0.7,0.1719853881738909
2015-04-29,0.12801461182610913,0.7,0.1719853881738909
2015-04-30,0.12801461182610913,0.7,0.1719853881738909
2015-05-04,0.12801461182610913,0.7,0.1719853881738909
2015-05-05,0.12801461182610913,0.7,0.1719853881738909
2015-05-06,0.12801461182610913,0.7,0.1719853881738909
2015-05-07,0.12801461182610913,0.7,0.1719853881738909
2015-05-08,0.12801461182610913,0.7,0.1719853881738909
2015-05-11,0.11975681102293088,0.7,0.18024318897706917
2015-05-12,0.11975681102293088,0.7,0.18024318897706917
2015-05-13,0.11975681102293088,0.7,0.18024318897706917
2015-05-14,0.11975681102293088,0.7,0.18024318897706917
2015-05-15,0.11975681102293088,0.7,0.18024318897706917
2015-05-18,0.11975681102293088,0.7,0.18024318897706917
2015-05-19,0.11975681102293088,0.7,0.18024318897706917
2015-05-20,0.11975681102293088,0.7,0.18024318897706917
2015-05-21,0.11975681102293088,0.7,0.18024318897706917
2015-05-22,0.11975681102293088,0.7,0.18024318897706917
2015-05-25,0.11975681102293088,0.7,0.18024318897706917
2015-05-26,0.11975681102293088,0.7,0.18024318897706917
2015-05-27,0.11975681102293088,0.7,0.18024318897706917
2015-05-28,0.11975681102293088,0.7,0.18024318897706917
2015-05-29,0.11975681102293088,0.7,0.18024318897706917
2015-06-01,0.11975681102293088,0.7,0.18024318897706917
2015-06-02,0.11975681102293088,0.7,0.18024318897706917
2015-06-03,0.11975681102293088,0.7,0.18024318897706917
2015-06-04,0.10902862380780587,0.7,0.19097137619219418
2015-06-05,0.10902862380780587,0.7,0.19097137619219418
2015-06-08,0.10902862380780587,0.7,0.19097137619219418
2015-06-09,0.10902862380780587,0.7,0.19097137619219418
2015-06-10,0.10902862380780587,0.7,0.19097137619219418
2015-06-11,0.10902862380780587,0.7,0.19097137619219418
2015-06-12,0.10902862380780587,0.7,0.19097137619219418
2015-06-15,0.10902862380780587,0.7,0.19097137619219418
2015-06-16,0.10902862380780587,0.7,0.19097137619219418
2015-06-17,0.10902862380780587,0.7,0.19097137619219418
2015-06-18,0.10902862380780587,0.7,0.19097137619219418
2015-06-19,0.10902862380780587,0.7,0.19097137619219418
2015-06-22,0.10902862380780587,0.7,0.19097137619219418
2015-06-23,0.10902862380780587,0.7,0.19097137619219418
2015-06-24,0.10902862380780587,0.7,0.19097137619219418
2015-06-25,0.10902862380780587,0.7,0.19097137619219418
2015-06-26,0.10902862380780587,0.7,0.19097137619219418
2015-06-29,0.10902862380780587,0.7,0.19097137619219418
2015-06-30,0.10902862380780587,0.7,0.19097137619219418
2015-07-01,0.10902862380780587,0.7,0.19097137619219418
2015-07-02,0.10902862380780587,0.7,0.19097137619219418
2015-07-03,0.10902862380780587,0.7,0.19097137619219418
2015-07-06,0.10902862380780587,0.7,0.19097137619219418
2015-07-07,0.10902862380780587,0.7,0.19097137619219418
2015-07-08,0.10902862380780587,0.7,0.19097137619219418
2015-07-09,0.10902862380780587,0.7,0.19097137619219418
2015-07-10,0.10902862380780587,0.7,0.19097137619219418
2015-07-13,0.10902862380780587,0.7,0.19097137619219418
2015-07-14,0.10902862380780587,0.7,0.19097137619219418
2015-07-15,0.10902862380780587,0.7,0.19097137619219418
2015-07-16,0.10902862380780587,0.7,0.19097137619219418
2015-07-17,0.10902862380780587,0.7,0.19097137619219418
2015-07-20,0.10902862380780587,0.7,0.19097137619219418
2015-07-21,0.10902862380780587,0.7,0.19097137619219418
2015-07-22,0.10902862380780587,0.7,0.19097137619219418
2015-07-23,0.10902862380780587,0.7,0.19097137619219418
2015-07-24,0.10902862380780587,0.7,0.19097137619219418
2015-07-27,0.10902862380780587,0.7,0.19097137619219418
2015-07-28,0.10902862380780587,0.7,0.19097137619219418
2015-07-29,0.10902862380780587,0.7,0.19097137619219418
2015-07-30,0.10902862380780587,0.7,0.19097137619219418
2015-07-31,0.10902862380780587,0.7,0.19097137619219418
2015-08-03,0.10902862380780587,0.7,0.19097137619219418
2015-08-04,0.10902862380780587,0.7,0.19097137619219418
2015-08-05,0.10902862380780587,0.7,0.19097137619219418
2015-08-06,0.10902862380780587,0.7,0.19097137619219418
2015-08-07,0.10902862380780587,0.7,0.19097137619219418
2015-08-10,0.10902862380780587,0.7,0.19097137619219418
2015-08-11,0.10902862380780587,0.7,0.19097137619219418
2015-08-12,0.10902862380780587,0.7,0.19097137619219418
2015-08-13,0.10902862380780587,0.7,0.19097137619219418
2015-08-14,0.10902862380780587,0.7,0.19097137619219418
2015-08-17,0.10902862380780587,0.7,0.19097137619219418
2015-08-18,0.10902862380780587,0.7,0.19097137619219418
2015-08-19,0.10902862380780587,0.7,0.19097137619219418
2015-08-20,0.10902862380780587,0.7,0.19097137619219418
2015-08-21,0.10902862380780587,0.7,0.19097137619219418
2015-08-24,0.1021761514581507,0.7,0.19782384854184937
2015-08-25,0.1021761514581507,0.7,0.19782384854184937
2015-08-26,0.1021761514581507,0.7,0.19782384854184937
2015-08-27,0.1021761514581507,0.7,0.19782384854184937
2015-08-28,0.1021761514581507,0.7,0.19782384854184937
2015-08-31,0.1021761514581507,0.7,0.19782384854184937
2015-09-01,0.09509903695799289,0.7,0.2049009630420072
2015-09-02,0.09509903695799289,0.7,0.2049009630420072
2015-09-03,0.09509903695799289,0.7,0.2049009630420072
2015-09-04,0.09509903695799289,0.7,0.2049009630420072
2015-09-07,0.09509903695799289,0.7,0.2049009630420072
2015-09-08,0.09509903695799289,0.7,0.2049009630420072
2015-09-09,0.0956036016911904,0.7,0.20439639830880968
2015-09-10,0.0956036016911904,0.7,0.20439639830880968
2015-09-11,0.0956036016911904,0.7,0.20439639830880968
2015-09-14,0.0956036016911904,0.7,0.20439639830880968
2015-09-15,0.0956036016911904,0.7,0.20439639830880968
2015-09-16,0.0956036016911904,0.7,0.20439639830880968
2015-09-18,0.0956036016911904,0.7,0.20439639830880968
2015-09-21,0.0956036016911904,0.7,0.20439639830880968
2015-09-22,0.0956036016911904,0.7,0.20439639830880968
2015-09-23,0.0956036016911904,0.7,0.20439639830880968
2015-09-24,0.0956036016911904,0.7,0.20439639830880968
2015-09-28,0.0956036016911904,0.7,0.20439639830880968
2015-09-29,0.0956036016911904,0.7,0.20439639830880968
2015-09-30,0.0956036016911904,0.7,0.20439639830880968
2015-10-01,0.0956036016911904,0.7,0.20439639830880968
2015-10-05,0.0956036016911904,0.7,0.20439639830880968
2015-10-06,0.04249736591931706,0.7,0.257502634080683
2015-10-07,0.04249736591931706,0.7,0.257502634080683
2015-10-08,0.04249736591931706,0.7,0.257502634080683
2015-10-09,0.04249736591931706,0.7,0.257502634080683
2015-10-12,0.04249736591931706,0.7,0.257502634080683
2015-10-13,0.04249736591931706,0.7,0.257502634080683
2015-10-14,0.08535405888187982,0.7,0.21464594111812024
2015-10-15,0.08535405888187982,0.7,0.21464594111812024
2015-10-16,0.08535405888187982,0.7,0.21464594111812024
2015-10-19,0.08535405888187982,0.7,0.21464594111812024
2015-10-20,0.08535405888187982,0.7,0.21464594111812024
2015-10-21,0.08535405888187982,0.7,0.21464594111812024
2015-10-23,0.08535405888187982,0.7,0.21464594111812024
2015-10-26,0.08535405888187982,0.7,0.21464594111812024
2015-10-27,0.08535405888187982,0.7,0.21464594111812024
2015-10-28,0.08535405888187982,0.7,0.21464594111812024
2015-10-29,0.08535405888187982,0.7,0.21464594111812024
2015-10-30,0.08535405888187982,0.7,0.21464594111812024
2015-11-02,0.08535405888187982,0.7,0.21464594111812024
2015-11-03,0.08535405888187982,0.7,0.21464594111812024
2015-11-04,0.08535405888187982,0.7,0.21464594111812024
2015-11-05,0.08535405888187982,0.7,0.21464594111812024
2015-11-06,0.08535405888187982,0.7,0.21464594111812024
2015-11-09,0.08535405888187982,0.7,0.21464594111812024
2015-11-10,0.08535405888187982,0.7,0.21464594111812024
2015-11-13,0.08535405888187982,0.7,0.21464594111812024
2015-11-16,0.08535405888187982,0.7,0.21464594111812024
2015-11-17,0.08535405888187982,0.7,0.21464594111812024
2015-11-18,0.08535405888187982,0.7,0.21464594111812024
2015-11-19,0.08535405888187982,0.7,0.21464594111812024
2015-11-20,0.08535405888187982,0.7,0.21464594111812024
2015-11-23,0.08535405888187982,0.7,0.21464594111812024
2015-11-24,0.08535405888187982,0.7,0.21464594111812024
2015-11-26,0.08535405888187982,0.7,0.21464594111812024
2015-11-27,0.08535405888187982,0.7,0.21464594111812024
2015-11-30,0.08535405888187982,0.7,0.21464594111812024
2015-12-01,0.08535405888187982,0.7,0.21464594111812024
2015-12-02,0.08535405888187982,0.7,0.21464594111812024
2015-12-03,0.08535405888187982,0.7,0.21464594111812024
2015-12-04,0.08535405888187982,0.7,0.21464594111812024
2015-12-07,0.08535405888187982,0.7,0.21464594111812024
2015-12-08,0.08535405888187982,0.7,0.21464594111812024
2015-12-09,0.08535405888187982,0.7,0.21464594111812024
2015-12-10,0.08535405888187982,0.7,0.21464594111812024
2015-12-11,0.08535405888187982,0.7,0.21464594111812024
2015-12-14,0.08535405888187982,0.7,0.21464594111812024
2015-12-15,0.08535405888187982,0.7,0.21464594111812024
2015-12-16,0.08535405888187982,0.7,0.21464594111812024
2015-12-17,0.08535405888187982,0.7,0.21464594111812024
2015-12-18,0.08535405888187982,0.7,0.21464594111812024
2015-12-21,0.08535405888187982,0.7,0.21464594111812024
2015-12-22,0.08535405888187982,0.7,0.21464594111812024
2015-12-23,0.08535405888187982,0.7,0.21464594111812024
2015-12-24,0.08535405888187982,0.7,0.21464594111812024
2015-12-28,0.08535405888187982,0.7,0.21464594111812024
2015-12-29,0.08535405888187982,0.7,0.21464594111812024
2015-12-30,0.08535405888187982,0.7,0.21464594111812024
2015-12-31,0.08535405888187982,0.7,0.21464594111812024
2016-01-04,0.08535405888187982,0.7,0.21464594111812024
2016-01-05,0.08535405888187982,0.7,0.21464594111812024
2016-01-06,0.08535405888187982,0.7,0.21464594111812024
2016-01-07,0.09969253900296718,0.7,0.2003074609970329
2016-01-08,0.09969253900296718,0.7,0.2003074609970329
2016-01-11,0.09969253900296718,0.7,0.2003074609970329
2016-01-12,0.09969253900296718,0.7,0.2003074609970329
2016-01-13,0.09969253900296718,0.7,0.2003074609970329
2016-01-14,0.09969253900296718,0.7,0.2003074609970329
2016-01-15,0.09969253900296718,0.7,0.2003074609970329
2016-01-18,0.09969253900296718,0.7,0.2003074609970329
2016-01-19,0.09969253900296718,0.7,0.2003074609970329
2016-01-20,0.09969253900296718,0.7,0.2003074609970329
2016-01-21,0.09969253900296718,0.7,0.2003074609970329
2016-01-22,0.09969253900296718,0.7,0.2003074609970329
2016-01-25,0.09969253900296718,0.7,0.2003074609970329
2016-01-27,0.09969253900296718,0.7,0.2003074609970329
2016-01-28,0.09969253900296718,0.7,0.2003074609970329
2016-01-29,0.09969253900296718,0.7,0.2003074609970329
